id,employee_id,username,first_name,last_name,email,password_plain,password_md5,password_sha256_salted,salt,role,department,phone,city,is_active,email_verified,two_factor_enabled,created_at,last_login
15,NX00015,philippe.arnaud,Philippe,Arnaud,philippe.arnaud@nexlink.fr,Access325!,0fdc5a11db706ceb8f8d60356adecc8e,d16a207f7011363725687e69016c7a72365a6ee81d59ff25fd32a0526d8c66ce,643e2f24dd6b3884,user,Accounting,+33640728046,Lyon,True,True,False,2022-07-16,2023-01-31
16,NX00016,quentin.roy,Quentin,Roy,quentin.roy@nexlink.fr,Master235*,0f3dec26634a916589d918078bfb9ee5,dcd6dfce29eab0e80f19ad48984c637be0fee4e7b40b19a0f9c7361c4571a943,37661d65ad60ad15,manager,HR,+33635556386,Lyon,True,False,False,2021-08-26,2023-07-28
17,NX00017,mathilde.gerard,Mathilde,Gerard,mathilde.gerard@nexlink.fr,supermanadmin87,1868457605b552ad5e623b4165b1b724,dec968df46c4b78b6fae99dfe13c7ccf0147cbffd6ef539a9873aa4ed34e8bf3,d7675c2c94583694,user,Engineering,+33624665841,Bordeaux,True,True,True,2021-04-04,2023-06-23
18,NX00018,lucie.boyer,Lucie,Boyer,lucie.boyer@nexlink.fr,123573@,371060db30752418e30db7532d7db26c,f4941539574d0accc97ca59a934d2977d607416198364b737d491e39e65e8091,e3bb90a682a3ee85,user,Legal,+33616789850,Montpellier,True,True,False,2022-02-01,2023-02-20
19,NX00019,louis.roy,Louis,Roy,louis.roy@nexlink.fr,securletmein8,e12be5a8ebe2eb8860ba69b1922971cb,91d25c183150fa859c537ea0bbdc1b6db17c61dfb72ef5d399a917b7ca592366,30e48eec5f844733,user,IT,+33645594951,Saint-Étienne,False,True,False,2019-01-05,2023-07-19
20,NX00020,manon.mercier,Manon,Mercier,manon.mercier@nexlink.fr,Nexlink4566!,90d862ac3e24f703c4720db99b29a616,be46719c7149f3bddc779d1bd0ef50ad258321681f4957e40e87cf76dc88767a,d172917732c52c07,user,R&D,+33652091325,Paris,True,False,False,2022-01-15,2023-02-01
21,NX00021,pierre.colin,Pierre,Colin,pierre.colin@nexlink.fr,202218,e2c4104da8dada9232eeeeeaff63408f,cd018b3aa3b0a21f4265c432881ac994c7322bfc499bae4f612148609b1e6849,e0b8b9249dfe60a4,user,Management,+33626090908,Saint-Étienne,True,False,True,2020-04-26,2023-07-26
22,NX00022,marc.simon,Marc,Simon,marc.simon@nexlink.fr,trustno1access73,d276ddad38c8067af4df1f16dd5c55c7,cf6a3e2942bce121238321b1b2d68459eb7e24f2efb654b1a28e240fcba11de9,b26787d40d6d7edd,admin,Support,+33699889098,Nice,True,True,False,2020-06-18,2023-04-15
23,NX00023,lucie.roussel,Lucie,Roussel,lucie.roussel@nexlink.fr,testmichael10,57bb9f8d5a5c2b5154679f87bdccfe31,13d107f2e75d1994497cf806c371949ad94a8106db98646bc59334ca52e69139,929e41b65bae3726,user,Legal,+33623419256,Lyon,True,False,False,2022-06-26,2023-10-16
24,NX00024,stephane.gauthier,Stéphane,Gauthier,stephane.gauthier@nexlink.fr,user57,0699ddd40db0b8a986ecf120f5b872e5,7ee6b5a87c8b55ff9dec190c223d7574a1e6781590600a7531dfc942f944f6ee,df8943134881b2b6,user,Finance,+33650603163,Rennes,True,False,True,2021-06-16,2023-10-06
25,NX00025,melanie.michel,Mélanie,Michel,melanie.michel@nexlink.fr,123218!,9f26ac4ce324c303eacd25e0f00d1072,253bdf85403a4da1f31199664cf2f6997c5f250c754bd1aca9d3ad1b07e2bb86,4a351fe916fd0ddf,admin,Finance,+33691178885,Bordeaux,True,True,True,2020-07-11,2023-05-25
26,NX00026,catherine.roy,Catherine,Roy,catherine.roy@nexlink.fr,Nexlink1832!,987fea0b5d4bcd54599d448d18f6f100,fe82ea88671ec28861ff46a9c69cbe79f492d25b30a48b06ae37eea03bd5079b,56da26a4f49886fd,user,Management,+33615917225,Paris,True,True,True,2021-05-17,2023-05-22
27,NX00027,lea.lemaire,Léa,Lemaire,lea.lemaire@nexlink.fr,P@ssw0rd64,3597018d89a8bc0d84341e4a455be296,8f9b74c819b0553612754a255f39bb43c911ab7cfbb88170a81dcb723fe30348,fddbf976b5bc6e66,admin,Engineering,+33630005727,Grenoble,True,True,True,2019-08-18,2023-02-08
28,NX00028,mathieu.bertrand,Mathieu,Bertrand,mathieu.bertrand@nexlink.fr,pass56,2b542a9cfb7c9287fedc418c8ae344fe,e1332159ea8ff86cb3d01a3e31bdfbb2debd09a14f176b0a3efb81f35ea0908b,ce8f497dad5a77f7,user,Security,+33643491314,Montpellier,True,True,True,2021-01-02,2023-04-18
29,NX00029,stephanie.fournier,Stéphanie,Fournier,stephanie.fournier@nexlink.fr,2022919@,30b527d25f077eab43e260a531a967ad,e8ecaa6642d9c390221f457aaf07b9705d6a08bcfca65e7970049369ee880e00,683a433d4b6b93a2,manager,Engineering,+33665259205,Rouen,True,True,False,2020-01-03,2023-06-20
30,NX00030,theo.robert,Théo,Robert,theo.robert@nexlink.fr,usersecur59,e6b57cd6bb20bd47fa5b7278d4f86cb3,e43be27f645a0636308d6d97235d01611c4305ad8a9de92626f1870e97811c31,5c18a10756442737,user,Sales,+33613176186,Montpellier,True,True,False,2020-04-11,2023-04-25
31,NX00031,claire.guerin,Claire,Guérin,claire.guerin@nexlink.fr,Nexlink9346!,76d66b28b40d50ab29b2146d2ece57d5,0671b4c899b8b8c5db6f7d081732c6f86fc5591e8e1bcc7e2f0cc8ed3a940bb9,860af6bc1c040390,manager,Management,+33613704481,Lyon,True,True,True,2022-01-03,2023-06-19
32,NX00032,marie.michel,Marie,Michel,marie.michel@nexlink.fr,P@ssw0rd65,c5a4c3b1dbf070c1ad60f33a22f97b0b,025902001b9e40c3045b20c85a464076d1b937ad0adc9ad0af1aae5fd73c6eb9,ad65a127db02fc08,user,Accounting,+33691363974,Grenoble,True,True,True,2020-10-04,2023-08-12
33,NX00033,alexis.richard,Alexis,Richard,alexis.richard@nexlink.fr,nexlinksunshine69,bee7d3b2ef156d9f8c6cb41d1d0a77c8,d3ca47ae709a2786cac3b9d450ba36ed2bbfd90712a083e4e774ffa83b7e609e,2ef68381bd3826e0,user,Support,+33699152472,Saint-Étienne,True,False,False,2021-06-02,2023-02-05
34,NX00034,jeremy.roussel,Jérémy,Roussel,jeremy.roussel@nexlink.fr,P@ssw0rd49,4b1f65766056f6882b96b542e51ec971,d5225c6e8b62d52f4198ac7c422b59ff11ce34b0543b1b88e4d8ded77732a97d,068b80569b75df74,manager,Support,+33649682169,Grenoble,True,True,False,2021-04-04,2023-12-23
35,NX00035,delphine.andre,Delphine,André,delphine.andre@nexlink.fr,P@ssw0rd82,83c035ab83e23cd0e8f6c86c335d978c,e09a49b33896a55c0648b120d66bdb8c3769ae7bc7a96d96f4023593071ca71e,28b45fe59f64f271,user,IT,+33650785405,Toulouse,True,True,True,2022-01-27,2023-01-01
36,NX00036,zoe.lemaire,Zoé,Lemaire,zoe.lemaire@nexlink.fr,trustno1secur66,e6efd0eb08383117e717833b97628c6f,5725a7150e6cd4547f300fb5f798d9b7f582db60195f1f30d87a73fb3b2470ac,f83788d805b5fca9,manager,Communication,+33621381064,Toulouse,True,True,False,2019-12-14,2023-12-04
37,NX00037,amandine.dupont,Amandine,Dupont,amandine.dupont@nexlink.fr,Nexlink147@,ed0805e92371ef91084c6eae0a707012,d330cf8fa12bfe86cf5d695c1d88a625f662abca47409245afb85f650cc736aa,0a65f8f6389da054,manager,R&D,+33665625330,Saint-Étienne,True,False,True,2019-05-30,2023-08-22
38,NX00038,nathalie.sanchez,Nathalie,Sanchez,nathalie.sanchez@nexlink.fr,2023771!,05cdba3646a1524ad189ec4b75c4a965,e8d01f67f5881045aaf373d47c0dcfbf0e6c32581ed9dda4d5ebcd0f8dcc3eef,3389c3e3a1e05052,user,Communication,+33633607110,Rouen,False,True,True,2021-05-20,2023-04-23
39,NX00039,jeremy.david,Jérémy,David,jeremy.david@nexlink.fr,2023football60,397dc7160d5b6a5b9bf7d3854a344c42,af656f2c51cb283701fd9675bae1eb5e73cdeec81e6c7794722b8f1e006ea724,3452ba48f2b72a54,admin,Operations,+33669401199,Rennes,False,False,False,2022-05-04,2023-06-12
40,NX00040,gauthier.vidal,Gauthier,Vidal,gauthier.vidal@nexlink.fr,123michael32,99854f7b9e56d8f7766533f9710f1b1b,03c90dc113b9d9dc67eed258d7e6ecc79bd76fc059864ee0891423b56dbcba9a,2768807646a38ae4,user,Communication,+33694120751,Bordeaux,True,True,False,2021-12-03,2023-09-06
41,NX00041,aurelie.blanc,Aurélie,Blanc,aurelie.blanc@nexlink.fr,Nexlink6238!,d7812e66c4da3507194be5896a180d16,384034e486185c385efe0c498f6ba07abe276b89c4e2720bb9e78b87ea8cde9d,f8018f700a8a256b,admin,Marketing,+33641039390,Strasbourg,True,False,False,2019-10-11,2023-03-19
42,NX00042,louis.gerard,Louis,Gerard,louis.gerard@nexlink.fr,Nexlink9890!,ef8733dac8cc96f7e12b5cd0cb4cafa6,67e17bbc922ab08d01b4082bd6d5ffd528c65b98d8e5b6c7379a9fb3bb9ad421,72579c642c9e09f0,manager,IT,+33666390708,Strasbourg,True,False,False,2019-05-08,2023-04-16
43,NX00043,sophie.dumont,Sophie,Dumont,sophie.dumont@nexlink.fr,Nexlink7389!,8e5984b2f94e93fd1778229a75e39327,6d975e5bb581293722a38cbf58c9eda6d94455d644f57bee64fb1aac423ad824,c8bf5789f7d65be1,manager,Operations,+33639600202,Lille,True,True,False,2022-01-23,2023-11-05
44,NX00044,julie.robin,Julie,Robin,julie.robin@nexlink.fr,Nexlink7624!,cc2880a08f1f70c3d7cb3816000c2c86,894d2261de9f0fe278fad0b2ecec20bbb682e1672c3db0cedcac2d7077e5727f,3a5230d66329c61d,user,Logistics,+33693517915,Grenoble,True,True,True,2021-08-15,2023-03-07
45,NX00045,francois.boyer,François,Boyer,francois.boyer@nexlink.fr,Dragon286!,76a7a9196669e5c68f823c884752d633,a98a39eaa553a95cafc6c81e2c3b2ea4eafd525973930dce999e7aaeb1a3528d,3431b359693c257b,user,IT,+33671028710,Nantes,True,True,False,2020-11-01,2023-04-19
46,NX00046,emilie.simon,Émilie,Simon,emilie.simon@nexlink.fr,nexlinksuperman70,12fe5f3a86c2fef6ed8db1a0077ebae4,cd7d64456b5cce0d9d8da4b1121553fc459ef219cbd3024feee4bad6e692c1f6,fe16f6c4744ed430,user,Support,+33619209801,Rouen,True,True,False,2020-04-04,2023-11-29
47,NX00047,nolan.dubois,Nolan,Dubois,nolan.dubois@nexlink.fr,P@ssw0rd29,7cb18e58b72455e651fa709ff10bb4dc,2fe8ab36f1db5ce9c3c027fec1d86d36255859c699245dc9c920ba6ca3c897c9,4338cb164924c283,user,Finance,+33625353091,Rennes,True,True,True,2021-08-27,2023-12-09
48,NX00048,virginie.fontaine,Virginie,Fontaine,virginie.fontaine@nexlink.fr,Iloveyou721!,06d00bdf84b15a4d4050fac32b29ddc0,9a4ddb02d4c76a767b10a859b6da1fb81d84ebebb6cd14b89c7de8eca7a1f802,a7cc92aca487eddc,user,Sales,+33613446499,Saint-Étienne,True,False,True,2019-08-10,2023-10-24
49,NX00049,chloe.dupont,Chloé,Dupont,chloe.dupont@nexlink.fr,access98,8104ff7136cf83ec7c323b403214fcb5,d74592ebdcafed20d9129f659c57ff13e14630a79235f0d360f7fb6882257abd,fc55d27f5605ed15,user,Marketing,+33690585882,Rouen,True,False,False,2022-11-28,2023-06-04
50,NX00050,isabelle.boyer,Isabelle,Boyer,isabelle.boyer@nexlink.fr,Nexlink2129!,5a3d3ad95acfde8d369ded0ffc094dfe,306a0891bc9331ffdaea9bfaeb8a06e3768ec878f8cee1b1ba1fcd78da1a85d3,287c9b5b7a87b1c8,admin,Management,+33666379329,Reims,False,True,False,2020-11-29,2023-01-07
51,NX00051,celine.renard,Céline,Renard,celine.renard@nexlink.fr,Welcome280*,792a28178d956b52ccbc9762fcd79e90,732dc0ae384700ea21f2c8e3a8b83fefce8e40bc957bc314f703846153f29cf8,3e1a3346483dfddd,user,R&D,+33672394301,Strasbourg,True,True,False,2022-01-07,2023-09-05
52,NX00052,quentin.lecomte,Quentin,Lecomte,quentin.lecomte@nexlink.fr,Michael575*,cd75434778fe9a90f5cfb153a136100a,9550c4bb23a6db6c058bb7d4c6c5e702d5cc40de3f426bb59a8bbcc2504fe9a0,e55020e99a43d0bf,manager,Support,+33653622663,Marseille,False,True,False,2019-02-28,2023-09-11
53,NX00053,margot.guerin,Margot,Guérin,margot.guerin@nexlink.fr,P@ssw0rd99,5ad9d4c1d9b170dc9e7276f25e2cee6e,f6694967df7044f89a61f1494a56b6f14b0a6171b45c89edcd4ab68356341c78,6954d3e0d2d35fda,user,Operations,+33635643159,Lyon,True,False,False,2019-01-21,2023-09-22
54,NX00054,valerie.legrand,Valérie,Legrand,valerie.legrand@nexlink.fr,abc123shadow63,43dd3cd956fc8e6c3bb4bac9c96736a9,ff0e7adb690b31bd3611c79bbf966f4432c7d28583f50356345cb09a53b1e512,8c272f8bac02b4f5,manager,Communication,+33649491631,Bordeaux,False,False,False,2019-02-05,2023-02-17
55,NX00055,melanie.aubert,Mélanie,Aubert,melanie.aubert@nexlink.fr,Nexlink8753!,9c55a28982be5cbe499f0f971e1d2aee,a31cac9c7ddf11d37a88e7088e000708cf6f832373f4017199acfff5baffc9dc,e22548040531b81a,admin,Operations,+33683871890,Nantes,True,False,False,2020-12-05,2023-08-06
56,NX00056,juliette.faure,Juliette,Faure,juliette.faure@nexlink.fr,Login838@,d82d2ae79ee72a7a9892d87da8b53c3d,db7e9a2da9b5024f3d73504af644f0429585d9ff93a7deff9a05becfee58f678,7772fcaca8238a21,user,Marketing,+33634850391,Bordeaux,True,False,False,2022-01-02,2023-12-20
57,NX00057,beatrice.dufour,Béatrice,Dufour,beatrice.dufour@nexlink.fr,P@ssw0rd86,8f4439525e5295a6f87d9c376c57e5d9,d2a571bdb40908a848ab2ace9082e7562ffaaa8ebb828fd2321a396791166847,0a21d197e1cf85f9,user,Marketing,+33640532273,Nantes,True,True,False,2020-02-02,2023-06-01
58,NX00058,quentin.richard,Quentin,Richard,quentin.richard@nexlink.fr,master47,3aab5a47b47a771a884336d1727611a6,85c1d5acd39167855f08fda060e0eb0fd9a3f07793702e266f12ef35965b746d,8606f7bd9a6984ad,user,Management,+33611646234,Rennes,True,True,False,2021-10-02,2023-02-22
59,NX00059,margot.lefevre,Margot,Lefèvre,margot.lefevre@nexlink.fr,12371,3b153deb151b7e60c393f84d196425a7,40a748045733cefd4b95a8ef9f0bbde50019d18c8e3fd3c10f208d2bea834215,3326cbf68756c59c,user,Logistics,+33676001106,Lyon,True,True,False,2019-05-14,2023-07-25
60,NX00060,laura.garnier,Laura,Garnier,laura.garnier@nexlink.fr,master63,527c7c38eda3284c8638f55e58e4a2da,24af981b5541a21dda7d7470c2f59d40663301ff95c878d946231283149eabc3,114e1a7fdf7006df,user,Communication,+33670467027,Saint-Étienne,False,True,True,2021-12-06,2023-07-14
61,NX00061,juliette.adam,Juliette,Adam,juliette.adam@nexlink.fr,P@ssw0rd17,2df864142b2be2d10a0af63a5c01726e,edfb0d05a13da732d7ca155a06085ea9051755a961528ba810addf77ad1a8957,32cff00f4965c173,user,Communication,+33638323322,Toulouse,True,True,False,2020-03-01,2023-11-17
62,NX00062,charles.moreau,Charles,Moreau,charles.moreau@nexlink.fr,Nexlink518$,35f033277968cfa98b9a7be1c879f21f,4e91b4f87190d6d098edd97a728ab86d29731f1016845ac4507ab971c75c8d54,5525d061979b3c0f,manager,Sales,+33648668783,Nice,True,False,False,2019-03-08,2023-04-29
63,NX00063,simon.martinez,Simon,Martinez,simon.martinez@nexlink.fr,Nexlink4241!,d9d2e69de31c61e1fcf0c5a3f6b3ad73,22a145770f774997b282215c83fd1dbc93dbf42adb8e743aaa220075cdfaa577,470f17b238a40683,manager,Marketing,+33696924061,Marseille,True,True,False,2022-01-20,2023-04-26
64,NX00064,laurent.nicolas,Laurent,Nicolas,laurent.nicolas@nexlink.fr,P@ssw0rd82,83c035ab83e23cd0e8f6c86c335d978c,13c155f43b66cb2bee176bc4e5865f90205bbb69032e4544635682ac0a487046,5ef8df0431123339,user,Legal,+33650814428,Nice,False,True,True,2019-09-12,2023-08-28
65,NX00065,nina.simon,Nina,Simon,nina.simon@nexlink.fr,P@ssw0rd15,a621d8e5d8d6db974f791aaa11de3656,289865a1db2e28361b1fca9f78a640f5eaa592e4a5f620ddfb2fda8809de20c4,d848e2b3b932a715,manager,Accounting,+33643603811,Paris,True,True,True,2020-10-22,2023-11-06
66,NX00066,thibault.blanc,Thibault,Blanc,thibault.blanc@nexlink.fr,P@ssw0rd15,a621d8e5d8d6db974f791aaa11de3656,f7340ba1ab023701384d55bae86fea9b72fe1b0ae406263dc25a3a0bbc16d3f2,ab55cc2c92519d4d,user,Legal,+33669355025,Saint-Étienne,True,True,True,2021-11-28,2023-11-30
67,NX00067,celine.roy,Céline,Roy,celine.roy@nexlink.fr,monkey54,b43bfa17bb0cc726664b8c8a7c34d7ca,5ec544606761b805bb9dab9d31cde9de5a1197bd820e126db6db339b57f9960b,24c3b91b873393ab,manager,Support,+33624039158,Reims,True,True,False,2020-10-19,2023-12-10
68,NX00068,marine.sanchez,Marine,Sanchez,marine.sanchez@nexlink.fr,P@ssw0rd14,56c098b54c7b15b91c9dc0c8d2d1e861,5b90efc7d2713b4a234dfb2cbe7f4a5ea86476c3cf4b6eccee0007a24e8e19df,17a45777da50f43c,manager,Marketing,+33653389073,Lyon,False,False,False,2020-10-06,2023-05-10
69,NX00069,anais.petit,Anaïs,Petit,anais.petit@nexlink.fr,Sunshine470*,be6f8b543f020c10a0dcd5428d1764d8,0530899aa74b2366dc973b3f77b664295555cca2896d57b8931362c8a471966b,840bfcec51cd289a,manager,Management,+33637321124,Toulouse,True,True,False,2021-06-24,2023-01-27
70,NX00070,emma.thomas,Emma,Thomas,emma.thomas@nexlink.fr,P@ssw0rd40,ff9d286ed2bfed8b5606bd1207133c60,3008c5c061c8c8c3af1661b1965fe8bc907d842118ea9c1372811f9076896065,e61eaeff4a94c5e3,user,Sales,+33684121929,Strasbourg,True,True,False,2022-02-02,2023-01-08
71,NX00071,emma.fournier,Emma,Fournier,emma.fournier@nexlink.fr,shadowpass66,2f0d6ed60c73135db8c6577ee07ccbac,4e5368f0c875210ea466cf6d89835fb74be5f791e5acaa4297ec26d75366a9d3,80bd86a8bb5407e8,user,IT,+33642713008,Lille,True,True,False,2021-09-15,2023-08-30
72,NX00072,robin.leroy,Robin,Leroy,robin.leroy@nexlink.fr,Nexlink7798!,4a929da14f178bd5e9b0d465109ce605,aaf04395cd4cfb70ef73a7c9749b10e95e9c0dfbc0617f527e5dcf9b5afce93f,6fe83a69156cf139,user,Security,+33610344303,Toulouse,True,False,True,2021-11-05,2023-05-17
73,NX00073,manon.lecomte,Manon,Lecomte,manon.lecomte@nexlink.fr,P@ssw0rd71,6b92cf4d44c9bc58b8186519346afdd2,49ab55ccf68c699575c040ba343f8f65bb27e45f60ab429e5a122494415b7514,2c0d146e55750580,user,Support,+33660628276,Lille,True,True,True,2022-02-04,2023-10-06
74,NX00074,eric.robin,Éric,Robin,eric.robin@nexlink.fr,Michael520!,38956d3cfd17db81a13b15ab2b83d1cd,e2f26321b232a8980571580ecb77020e7533bf539bc5b0864cae09d86aedebe6,3984428cb70d2b6a,user,Accounting,+33661167978,Strasbourg,True,True,False,2021-08-26,2023-12-28
75,NX00075,yann.dufour,Yann,Dufour,yann.dufour@nexlink.fr,Nexlink2644!,751cc0bf80aa5d17cda236605e3c6c70,0f344d0281345809fb550ed410e132adeac63fcea84745a98ed41a60cce25dcd,efa7af8f60662580,manager,Marketing,+33612059919,Nice,True,True,True,2021-12-13,2023-08-22
76,NX00076,antoine.vidal,Antoine,Vidal,antoine.vidal@nexlink.fr,Nexlink6546!,b70c733e30d34061028591af6f1ff5e6,8dfbbdddd7335b519ffbb468896b578e42bbe0220be765d0873629cb7538fcbf,65705dfd28f804ec,manager,Management,+33681621574,Strasbourg,True,False,True,2019-06-14,2023-06-18
77,NX00077,isabelle.robert,Isabelle,Robert,isabelle.robert@nexlink.fr,P@ssw0rd18,2063f7bd484726d301d23229fa214119,8d30e45de04e56e00777dccb1a5d0c8a5dd5c922f67dcac411248f804f167f92,55f5759014639c65,user,Management,+33640532691,Nice,True,True,False,2022-11-02,2023-05-28
78,NX00078,florian.girard,Florian,Girard,florian.girard@nexlink.fr,Nexlink1474!,fb45294290263b25b916935b19e01009,b9c6dcf8435fd145d650cdd1cdce728f526e125260f50ffa52242ed73fef4d80,1e4026caa7bcb94d,user,Support,+33658112135,Nantes,False,True,False,2019-04-25,2023-05-31
79,NX00079,sandrine.lefevre,Sandrine,Lefèvre,sandrine.lefevre@nexlink.fr,2022180*,ac5af431393e20ae09e993d9ec4d3aa7,971879f160e03d5668784ce020d6eb4808b4baef7849638fcd296e99a40fe3ff,c54aab171a5b1645,manager,R&D,+33676795767,Saint-Étienne,True,True,False,2022-10-31,2023-05-04
80,NX00080,zoe.faure,Zoé,Faure,zoe.faure@nexlink.fr,football69,45a34882b7f351fee72afd1464e0eead,0c29ce00a14ee3758c38e0350a2b6bd222f32a7e033286c2077158352b54b1a1,6835158a0f20425d,user,Management,+33619913576,Lille,True,False,False,2022-01-24,2023-03-22
81,NX00081,audrey.faure,Audrey,Faure,audrey.faure@nexlink.fr,passsecur50,546f147acd77b643e1cc7731bc1cda9c,80a3fb6bb2b151bf35cfd9a66cf12e507899b7d35bfc705af09d6e9b11dd381a,b6557e0a6fa85fa8,manager,Marketing,+33686762164,Nantes,True,False,False,2020-04-30,2023-07-15
82,NX00082,denis.masson,Denis,Masson,denis.masson@nexlink.fr,Nexlink1132!,bd9f4c8f53992d6b5b8ca305d87522bd,c46ccf07a5900bf1a0ee393a2176b048bed53a910f17cc02662b9b0ddf7f9d2e,986520d8d4ea08ca,user,Security,+33648412328,Rouen,True,False,False,2022-05-26,2023-09-12
83,NX00083,jean.mercier,Jean,Mercier,jean.mercier@nexlink.fr,P@ssw0rd42,c8f0618bb641af60b74abc410b308e59,d81de811239dd6b8f7dc3f0cbb3060a7c2c590104084e2346c3cc87435dbc4b0,fa003d21946a38cf,user,Management,+33696750368,Paris,True,True,False,2019-07-18,2023-11-18
84,NX00084,beatrice.bertrand,Béatrice,Bertrand,beatrice.bertrand@nexlink.fr,pass51,10cc7bfa2d305f548f7e776c347deb6e,d1870b29b45ec350363a27c0a8915a4a7f4a1e886afba60092307a922f6e7cbb,c80177009ea2fa15,manager,Finance,+33682398083,Saint-Étienne,True,False,True,2020-02-16,2023-03-09
85,NX00085,fanny.girard,Fanny,Girard,fanny.girard@nexlink.fr,Nexlink8894!,6c40fd1178723f9715e5a31482f0c0f1,17f6647e6a32622d03ad8a8b5de9acad7c207c9298141cf1f499bc228d3860bd,656adb3ea9cdf1cc,user,Accounting,+33672858374,Lyon,True,True,True,2020-11-24,2023-02-28
